Year,Month,Segment,Sub-Segment,Category,Subcategory,Tag,Amount,Quarter,Difference,Difference YTD Budget
2025.0,January,Investment,Adjustment Elimination,GA,G&A - Corporate Action (Adj. Total),Actual,0.0,Q1,,
2025.0,January,Investment,Adjustment Elimination,,Total IT Overhead (Direct),Actual,0.0,Q1,,
2025.0,January,Investment,Adjustment Elimination,,Retrenchment cost - staff cost (Direct),Actual,0.0,Q1,,
2025.0,January,Investment,Adjustment Elimination,,Retrenchment cost - severance (Direct),Actual,0.0,Q1,,
2025.0,January,Investment,Adjustment Elimination,,Tax normalisation (Direct),Actual,0.0,Q1,,
2025.0,January,Investment,Adjustment Elimination,,Other One-off (Direct),Actual,0.0,Q1,,
2025.0,January,Investment,Adjustment Elimination,,Total Adjustment Elimination (Total),Actual,0.0,Q1,,
2025.0,January,Investment,Adjustment Elimination,,Total Adjustment Elimination (Direct),Actual,0.0,Q1,,
,,,Adjustment Elimination,,,,,,,
2025.0,February,Investment,Adjustment Elimination,,MESOP (Non Performing),Actual,0.0,Q1,,
2025.0,February,Investment,Adjustment Elimination,,Total IT Overhead (Adj. Total),Actual,0.0,Q1,,
2025.0,February,Investment,Adjustment Elimination,,Retrenchment cost - staff cost (Adj. Total),Actual,0.0,Q1,,
2025.0,February,Investment,Adjustment Elimination,,Retrenchment cost - severance (Adj. Total),Actual,0.0,Q1,,
2025.0,February,Investment,Adjustment Elimination,,Tax normalisation (Adj. Total),Actual,0.0,Q1,,
2025.0,February,Investment,Adjustment Elimination,,Other One-off (Adj. Total),Actual,0.0,Q1,,
2025.0,February,Investment,Adjustment Elimination,,Impairment Investment (Non Performing),Actual,0.0,Q1,,
2025.0,February,Investment,Adjustment Elimination,,Gain or (Loss) on Investment (Non Performing),Actual,0.0,Q1,,
2025.0,February,Investment,Adjustment Elimination,,Gain or (Loss) on Foreign Exchange (Non Performing),Actual,0.0,Q1,,
2025.0,February,Investment,Adjustment Elimination,GA,G&A - Corporate Action (Adj. Total),Actual,0.0,Q1,,
2025.0,February,Investment,Adjustment Elimination,,Total IT Overhead (Direct),Actual,0.0,Q1,,
2025.0,February,Investment,Adjustment Elimination,,Retrenchment cost - staff cost (Direct),Actual,0.0,Q1,,
2025.0,February,Investment,Adjustment Elimination,,Retrenchment cost - severance (Direct),Actual,0.0,Q1,,
2025.0,February,Investment,Adjustment Elimination,,Tax normalisation (Direct),Actual,0.0,Q1,,
2025.0,February,Investment,Adjustment Elimination,,Other One-off (Direct),Actual,0.0,Q1,,
2025.0,February,Investment,Adjustment Elimination,,Total Adjustment Elimination (Total),Actual,0.0,Q1,,
2025.0,February,Investment,Adjustment Elimination,,Total Adjustment Elimination (Direct),Actual,0.0,Q1,,
,,,Adjustment Elimination,,,,,,,
2025.0,March,Investment,Adjustment Elimination,,MESOP (Non Performing),Actual,0.0,Q1,,
2025.0,March,Investment,Adjustment Elimination,,Total IT Overhead (Adj. Total),Actual,0.0,Q1,,
2025.0,March,Investment,Adjustment Elimination,,Retrenchment cost - staff cost (Adj. Total),Actual,0.0,Q1,,
2025.0,March,Investment,Adjustment Elimination,,Retrenchment cost - severance (Adj. Total),Actual,0.0,Q1,,
2025.0,March,Investment,Adjustment Elimination,,Tax normalisation (Adj. Total),Actual,0.0,Q1,,
2025.0,March,Investment,Adjustment Elimination,,Other One-off (Adj. Total),Actual,0.0,Q1,,
2025.0,March,Investment,Adjustment Elimination,,Impairment Investment (Non Performing),Actual,0.0,Q1,,
2025.0,March,Investment,Adjustment Elimination,,Gain or (Loss) on Investment (Non Performing),Actual,0.0,Q1,,
2025.0,March,Investment,Adjustment Elimination,,Gain or (Loss) on Foreign Exchange (Non Performing),Actual,0.0,Q1,,
2025.0,March,Investment,Adjustment Elimination,GA,G&A - Corporate Action (Adj. Total),Actual,0.0,Q1,,
2025.0,March,Investment,Adjustment Elimination,,Total IT Overhead (Direct),Actual,0.0,Q1,,
2025.0,March,Investment,Adjustment Elimination,,Retrenchment cost - staff cost (Direct),Actual,0.0,Q1,,
2025.0,March,Investment,Adjustment Elimination,,Retrenchment cost - severance (Direct),Actual,0.0,Q1,,
2025.0,March,Investment,Adjustment Elimination,,Tax normalisation (Direct),Actual,0.0,Q1,,
2025.0,March,Investment,Adjustment Elimination,,Other One-off (Direct),Actual,0.0,Q1,,
2025.0,March,Investment,Adjustment Elimination,,Total Adjustment Elimination (Total),Actual,0.0,Q1,,
2025.0,March,Investment,Adjustment Elimination,,Total Adjustment Elimination (Direct),Actual,0.0,Q1,,
,,,Adjustment Elimination,,,,,,,
2025.0,April,Investment,Adjustment Elimination,,MESOP (Non Performing),Actual,0.0,Q2,,
2025.0,April,Investment,Adjustment Elimination,,Total IT Overhead (Adj. Total),Actual,0.0,Q2,,
2025.0,April,Investment,Adjustment Elimination,,Retrenchment cost - staff cost (Adj. Total),Actual,0.0,Q2,,
2025.0,April,Investment,Adjustment Elimination,,Retrenchment cost - severance (Adj. Total),Actual,0.0,Q2,,
2025.0,April,Investment,Adjustment Elimination,,Tax normalisation (Adj. Total),Actual,0.0,Q2,,
2025.0,April,Investment,Adjustment Elimination,,Other One-off (Adj. Total),Actual,0.0,Q2,,
2025.0,April,Investment,Adjustment Elimination,,Impairment Investment (Non Performing),Actual,0.0,Q2,,
2025.0,April,Investment,Adjustment Elimination,,Gain or (Loss) on Investment (Non Performing),Actual,0.0,Q2,,
2025.0,April,Investment,Adjustment Elimination,,Gain or (Loss) on Foreign Exchange (Non Performing),Actual,0.0,Q2,,
2025.0,April,Investment,Adjustment Elimination,GA,G&A - Corporate Action (Adj. Total),Actual,0.0,Q2,,
2025.0,April,Investment,Adjustment Elimination,,Total IT Overhead (Direct),Actual,0.0,Q2,,
2025.0,April,Investment,Adjustment Elimination,,Retrenchment cost - staff cost (Direct),Actual,0.0,Q2,,
2025.0,April,Investment,Adjustment Elimination,,Retrenchment cost - severance (Direct),Actual,0.0,Q2,,
2025.0,April,Investment,Adjustment Elimination,,Tax normalisation (Direct),Actual,0.0,Q2,,
2025.0,April,Investment,Adjustment Elimination,,Other One-off (Direct),Actual,0.0,Q2,,
2025.0,April,Investment,Adjustment Elimination,,Total Adjustment Elimination (Total),Actual,0.0,Q2,,
2025.0,April,Investment,Adjustment Elimination,,Total Adjustment Elimination (Direct),Actual,0.0,Q2,,
,,,Adjustment Elimination,,,,,,,
2025.0,May,Investment,Adjustment Elimination,,MESOP (Non Performing),Actual,0.0,Q2,,
2025.0,May,Investment,Adjustment Elimination,,Total IT Overhead (Adj. Total),Actual,0.0,Q2,,
2025.0,May,Investment,Adjustment Elimination,,Retrenchment cost - staff cost (Adj. Total),Actual,0.0,Q2,,
2025.0,May,Investment,Adjustment Elimination,,Retrenchment cost - severance (Adj. Total),Actual,0.0,Q2,,
2025.0,May,Investment,Adjustment Elimination,,Tax normalisation (Adj. Total),Actual,0.0,Q2,,
2025.0,May,Investment,Adjustment Elimination,,Other One-off (Adj. Total),Actual,0.0,Q2,,
2025.0,May,Investment,Adjustment Elimination,,Impairment Investment (Non Performing),Actual,0.0,Q2,,
2025.0,May,Investment,Adjustment Elimination,,Gain or (Loss) on Investment (Non Performing),Actual,0.0,Q2,,
2025.0,May,Investment,Adjustment Elimination,,Gain or (Loss) on Foreign Exchange (Non Performing),Actual,0.0,Q2,,
2025.0,May,Investment,Adjustment Elimination,GA,G&A - Corporate Action (Adj. Total),Actual,0.0,Q2,,
2025.0,May,Investment,Adjustment Elimination,,Total IT Overhead (Direct),Actual,0.0,Q2,,
2025.0,May,Investment,Adjustment Elimination,,Retrenchment cost - staff cost (Direct),Actual,0.0,Q2,,
2025.0,May,Investment,Adjustment Elimination,,Retrenchment cost - severance (Direct),Actual,0.0,Q2,,
2025.0,May,Investment,Adjustment Elimination,,Tax normalisation (Direct),Actual,0.0,Q2,,
2025.0,May,Investment,Adjustment Elimination,,Other One-off (Direct),Actual,0.0,Q2,,
2025.0,May,Investment,Adjustment Elimination,,Total Adjustment Elimination (Total),Actual,0.0,Q2,,
2025.0,May,Investment,Adjustment Elimination,,Total Adjustment Elimination (Direct),Actual,0.0,Q2,,
,,,Adjustment Elimination,,,,,,,
2025.0,June,Investment,Adjustment Elimination,,MESOP (Non Performing),Actual,0.0,Q2,,
2025.0,June,Investment,Adjustment Elimination,,Total IT Overhead (Adj. Total),Actual,0.0,Q2,,
2025.0,June,Investment,Adjustment Elimination,,Retrenchment cost - staff cost (Adj. Total),Actual,0.0,Q2,,
2025.0,June,Investment,Adjustment Elimination,,Retrenchment cost - severance (Adj. Total),Actual,0.0,Q2,,
2025.0,June,Investment,Adjustment Elimination,,Tax normalisation (Adj. Total),Actual,0.0,Q2,,
2025.0,June,Investment,Adjustment Elimination,,Other One-off (Adj. Total),Actual,0.0,Q2,,
2025.0,June,Investment,Adjustment Elimination,,Impairment Investment (Non Performing),Actual,0.0,Q2,,
2025.0,June,Investment,Adjustment Elimination,,Gain or (Loss) on Investment (Non Performing),Actual,0.0,Q2,,
2025.0,June,Investment,Adjustment Elimination,,Gain or (Loss) on Foreign Exchange (Non Performing),Actual,0.0,Q2,,
2025.0,June,Investment,Adjustment Elimination,GA,G&A - Corporate Action (Adj. Total),Actual,0.0,Q2,,
2025.0,June,Investment,Adjustment Elimination,,Total IT Overhead (Direct),Actual,0.0,Q2,,
2025.0,June,Investment,Adjustment Elimination,,Retrenchment cost - staff cost (Direct),Actual,0.0,Q2,,
2025.0,June,Investment,Adjustment Elimination,,Retrenchment cost - severance (Direct),Actual,0.0,Q2,,
2025.0,June,Investment,Adjustment Elimination,,Tax normalisation (Direct),Actual,0.0,Q2,,
2025.0,June,Investment,Adjustment Elimination,,Other One-off (Direct),Actual,0.0,Q2,,
2025.0,June,Investment,Adjustment Elimination,,Total Adjustment Elimination (Total),Actual,0.0,Q2,,
2025.0,June,Investment,Adjustment Elimination,,Total Adjustment Elimination (Direct),Actual,0.0,Q2,,
,,,Adjustment Elimination,,,,,,,
2025.0,July,Investment,Adjustment Elimination,,MESOP (Non Performing),Actual,0.0,Q3,,
2025.0,July,Investment,Adjustment Elimination,,Total IT Overhead (Adj. Total),Actual,0.0,Q3,,
2025.0,July,Investment,Adjustment Elimination,,Retrenchment cost - staff cost (Adj. Total),Actual,0.0,Q3,,
2025.0,July,Investment,Adjustment Elimination,,Retrenchment cost - severance (Adj. Total),Actual,0.0,Q3,,
2025.0,July,Investment,Adjustment Elimination,,Tax normalisation (Adj. Total),Actual,0.0,Q3,,
2025.0,July,Investment,Adjustment Elimination,,Other One-off (Adj. Total),Actual,0.0,Q3,,
2025.0,July,Investment,Adjustment Elimination,,Impairment Investment (Non Performing),Actual,0.0,Q3,,
2025.0,July,Investment,Adjustment Elimination,,Gain or (Loss) on Investment (Non Performing),Actual,0.0,Q3,,
2025.0,July,Investment,Adjustment Elimination,,Gain or (Loss) on Foreign Exchange (Non Performing),Actual,0.0,Q3,,
2025.0,July,Investment,Adjustment Elimination,GA,G&A - Corporate Action (Adj. Total),Actual,0.0,Q3,,
2025.0,July,Investment,Adjustment Elimination,,Total IT Overhead (Direct),Actual,0.0,Q3,,
2025.0,July,Investment,Adjustment Elimination,,Retrenchment cost - staff cost (Direct),Actual,0.0,Q3,,
2025.0,July,Investment,Adjustment Elimination,,Retrenchment cost - severance (Direct),Actual,0.0,Q3,,
2025.0,July,Investment,Adjustment Elimination,,Tax normalisation (Direct),Actual,0.0,Q3,,
2025.0,July,Investment,Adjustment Elimination,,Other One-off (Direct),Actual,0.0,Q3,,
2025.0,July,Investment,Adjustment Elimination,,Total Adjustment Elimination (Total),Actual,0.0,Q3,,
2025.0,July,Investment,Adjustment Elimination,,Total Adjustment Elimination (Direct),Actual,0.0,Q3,,
,,,Adjustment Elimination,,,,,,,
2025.0,August,Investment,Adjustment Elimination,,MESOP (Non Performing),Actual,0.0,Q3,,
2025.0,August,Investment,Adjustment Elimination,,Total IT Overhead (Adj. Total),Actual,0.0,Q3,,
2025.0,August,Investment,Adjustment Elimination,,Retrenchment cost - staff cost (Adj. Total),Actual,0.0,Q3,,
2025.0,August,Investment,Adjustment Elimination,,Retrenchment cost - severance (Adj. Total),Actual,0.0,Q3,,
2025.0,August,Investment,Adjustment Elimination,,Tax normalisation (Adj. Total),Actual,0.0,Q3,,
2025.0,August,Investment,Adjustment Elimination,,Other One-off (Adj. Total),Actual,0.0,Q3,,
2025.0,August,Investment,Adjustment Elimination,,Impairment Investment (Non Performing),Actual,0.0,Q3,,
2025.0,August,Investment,Adjustment Elimination,,Gain or (Loss) on Investment (Non Performing),Actual,0.0,Q3,,
2025.0,August,Investment,Adjustment Elimination,,Gain or (Loss) on Foreign Exchange (Non Performing),Actual,0.0,Q3,,
2025.0,August,Investment,Adjustment Elimination,GA,G&A - Corporate Action (Adj. Total),Actual,0.0,Q3,,
2025.0,August,Investment,Adjustment Elimination,,Total IT Overhead (Direct),Actual,0.0,Q3,,
2025.0,August,Investment,Adjustment Elimination,,Retrenchment cost - staff cost (Direct),Actual,0.0,Q3,,
2025.0,August,Investment,Adjustment Elimination,,Retrenchment cost - severance (Direct),Actual,0.0,Q3,,
2025.0,August,Investment,Adjustment Elimination,,Tax normalisation (Direct),Actual,0.0,Q3,,
2025.0,August,Investment,Adjustment Elimination,,Other One-off (Direct),Actual,0.0,Q3,,
2025.0,August,Investment,Adjustment Elimination,,Total Adjustment Elimination (Total),Actual,0.0,Q3,,
2025.0,August,Investment,Adjustment Elimination,,Total Adjustment Elimination (Direct),Actual,0.0,Q3,,
,,,Adjustment Elimination,,,,,,,
2025.0,September,Investment,Adjustment Elimination,,MESOP (Non Performing),Actual,0.0,Q3,,
2025.0,September,Investment,Adjustment Elimination,,Total IT Overhead (Adj. Total),Actual,0.0,Q3,,
2025.0,September,Investment,Adjustment Elimination,,Retrenchment cost - staff cost (Adj. Total),Actual,0.0,Q3,,
2025.0,September,Investment,Adjustment Elimination,,Retrenchment cost - severance (Adj. Total),Actual,0.0,Q3,,
2025.0,September,Investment,Adjustment Elimination,,Tax normalisation (Adj. Total),Actual,0.0,Q3,,
2025.0,September,Investment,Adjustment Elimination,,Other One-off (Adj. Total),Actual,0.0,Q3,,
2025.0,September,Investment,Adjustment Elimination,,Impairment Investment (Non Performing),Actual,0.0,Q3,,
2025.0,September,Investment,Adjustment Elimination,,Gain or (Loss) on Investment (Non Performing),Actual,0.0,Q3,,
2025.0,September,Investment,Adjustment Elimination,,Gain or (Loss) on Foreign Exchange (Non Performing),Actual,0.0,Q3,,
2025.0,September,Investment,Adjustment Elimination,GA,G&A - Corporate Action (Adj. Total),Actual,0.0,Q3,,
2025.0,September,Investment,Adjustment Elimination,,Total IT Overhead (Direct),Actual,0.0,Q3,,
2025.0,September,Investment,Adjustment Elimination,,Retrenchment cost - staff cost (Direct),Actual,0.0,Q3,,
2025.0,September,Investment,Adjustment Elimination,,Retrenchment cost - severance (Direct),Actual,0.0,Q3,,
2025.0,September,Investment,Adjustment Elimination,,Tax normalisation (Direct),Actual,0.0,Q3,,
2025.0,September,Investment,Adjustment Elimination,,Other One-off (Direct),Actual,0.0,Q3,,
2025.0,September,Investment,Adjustment Elimination,,Total Adjustment Elimination (Total),Actual,0.0,Q3,,
2025.0,September,Investment,Adjustment Elimination,,Total Adjustment Elimination (Direct),Actual,0.0,Q3,,
,,,Adjustment Elimination,,,,,,,
2025.0,October,Investment,Adjustment Elimination,,MESOP (Non Performing),Actual,0.0,Q4,,
2025.0,October,Investment,Adjustment Elimination,,Total IT Overhead (Adj. Total),Actual,0.0,Q4,,
2025.0,October,Investment,Adjustment Elimination,,Retrenchment cost - staff cost (Adj. Total),Actual,0.0,Q4,,
2025.0,October,Investment,Adjustment Elimination,,Retrenchment cost - severance (Adj. Total),Actual,0.0,Q4,,
2025.0,October,Investment,Adjustment Elimination,,Tax normalisation (Adj. Total),Actual,0.0,Q4,,
2025.0,October,Investment,Adjustment Elimination,,Other One-off (Adj. Total),Actual,0.0,Q4,,
2025.0,October,Investment,Adjustment Elimination,,Impairment Investment (Non Performing),Actual,0.0,Q4,,
2025.0,October,Investment,Adjustment Elimination,,Gain or (Loss) on Investment (Non Performing),Actual,0.0,Q4,,
2025.0,October,Investment,Adjustment Elimination,,Gain or (Loss) on Foreign Exchange (Non Performing),Actual,0.0,Q4,,
2025.0,October,Investment,Adjustment Elimination,GA,G&A - Corporate Action (Adj. Total),Actual,0.0,Q4,,
2025.0,October,Investment,Adjustment Elimination,,Total IT Overhead (Direct),Actual,0.0,Q4,,
2025.0,October,Investment,Adjustment Elimination,,Retrenchment cost - staff cost (Direct),Actual,0.0,Q4,,
2025.0,October,Investment,Adjustment Elimination,,Retrenchment cost - severance (Direct),Actual,0.0,Q4,,
2025.0,October,Investment,Adjustment Elimination,,Tax normalisation (Direct),Actual,0.0,Q4,,
2025.0,October,Investment,Adjustment Elimination,,Other One-off (Direct),Actual,0.0,Q4,,
2025.0,October,Investment,Adjustment Elimination,,Total Adjustment Elimination (Total),Actual,0.0,Q4,,
2025.0,October,Investment,Adjustment Elimination,,Total Adjustment Elimination (Direct),Actual,0.0,Q4,,
,,,Adjustment Elimination,,,,,,,
2025.0,November,Investment,Adjustment Elimination,,MESOP (Non Performing),Actual,0.0,Q4,,
2025.0,November,Investment,Adjustment Elimination,,Total IT Overhead (Adj. Total),Actual,0.0,Q4,,
2025.0,November,Investment,Adjustment Elimination,,Retrenchment cost - staff cost (Adj. Total),Actual,0.0,Q4,,
2025.0,November,Investment,Adjustment Elimination,,Retrenchment cost - severance (Adj. Total),Actual,0.0,Q4,,
2025.0,November,Investment,Adjustment Elimination,,Tax normalisation (Adj. Total),Actual,0.0,Q4,,
2025.0,November,Investment,Adjustment Elimination,,Other One-off (Adj. Total),Actual,0.0,Q4,,
2025.0,November,Investment,Adjustment Elimination,,Impairment Investment (Non Performing),Actual,0.0,Q4,,
2025.0,November,Investment,Adjustment Elimination,,Gain or (Loss) on Investment (Non Performing),Actual,0.0,Q4,,
2025.0,November,Investment,Adjustment Elimination,,Gain or (Loss) on Foreign Exchange (Non Performing),Actual,0.0,Q4,,
2025.0,November,Investment,Adjustment Elimination,GA,G&A - Corporate Action (Adj. Total),Actual,0.0,Q4,,
2025.0,November,Investment,Adjustment Elimination,,Total IT Overhead (Direct),Actual,0.0,Q4,,
2025.0,November,Investment,Adjustment Elimination,,Retrenchment cost - staff cost (Direct),Actual,0.0,Q4,,
2025.0,November,Investment,Adjustment Elimination,,Retrenchment cost - severance (Direct),Actual,0.0,Q4,,
2025.0,November,Investment,Adjustment Elimination,,Tax normalisation (Direct),Actual,0.0,Q4,,
2025.0,November,Investment,Adjustment Elimination,,Other One-off (Direct),Actual,0.0,Q4,,
2025.0,November,Investment,Adjustment Elimination,,Total Adjustment Elimination (Total),Actual,0.0,Q4,,
2025.0,November,Investment,Adjustment Elimination,,Total Adjustment Elimination (Direct),Actual,0.0,Q4,,
,,,Adjustment Elimination,,,,,,,
2025.0,December,Investment,Adjustment Elimination,,MESOP (Non Performing),Actual,0.0,Q4,,
2025.0,December,Investment,Adjustment Elimination,,Total IT Overhead (Adj. Total),Actual,0.0,Q4,,
2025.0,December,Investment,Adjustment Elimination,,Retrenchment cost - staff cost (Adj. Total),Actual,0.0,Q4,,
2025.0,December,Investment,Adjustment Elimination,,Retrenchment cost - severance (Adj. Total),Actual,0.0,Q4,,
2025.0,December,Investment,Adjustment Elimination,,Tax normalisation (Adj. Total),Actual,0.0,Q4,,
2025.0,December,Investment,Adjustment Elimination,,Other One-off (Adj. Total),Actual,0.0,Q4,,
2025.0,December,Investment,Adjustment Elimination,,Impairment Investment (Non Performing),Actual,0.0,Q4,,
2025.0,December,Investment,Adjustment Elimination,,Gain or (Loss) on Investment (Non Performing),Actual,0.0,Q4,,
2025.0,December,Investment,Adjustment Elimination,,Gain or (Loss) on Foreign Exchange (Non Performing),Actual,0.0,Q4,,
2025.0,December,Investment,Adjustment Elimination,GA,G&A - Corporate Action (Adj. Total),Actual,0.0,Q4,,
2025.0,December,Investment,Adjustment Elimination,,Total IT Overhead (Direct),Actual,0.0,Q4,,
2025.0,December,Investment,Adjustment Elimination,,Retrenchment cost - staff cost (Direct),Actual,0.0,Q4,,
2025.0,December,Investment,Adjustment Elimination,,Retrenchment cost - severance (Direct),Actual,0.0,Q4,,
2025.0,December,Investment,Adjustment Elimination,,Tax normalisation (Direct),Actual,0.0,Q4,,
2025.0,December,Investment,Adjustment Elimination,,Other One-off (Direct),Actual,0.0,Q4,,
2025.0,December,Investment,Adjustment Elimination,,Total Adjustment Elimination (Total),Actual,0.0,Q4,,
2025.0,December,Investment,Adjustment Elimination,,Total Adjustment Elimination (Direct),Actual,0.0,Q4,,
2026.0,January,Mitra,VP 3P Mitra,Revenue,Revenue,Actual,5350651340.0,Q1,,
2026.0,January,Mitra,VP 3P Mitra,COGS,COGS,Actual,0.0,Q1,,
2026.0,January,Mitra,VP 3P Mitra,GP,GP,Actual,5350651340.0,Q1,,
2026.0,January,Mitra,VP 3P Mitra,SM,S&M - O2O,Actual,-1840606049.0,Q1,,
2026.0,January,Mitra,VP 3P Mitra,SM,S&M - Offline,Actual,0.0,Q1,,
2026.0,January,Mitra,VP 3P Mitra,SM,S&M - Online,Actual,0.0,Q1,,
2026.0,January,Mitra,VP 3P Mitra,SM,S&M - Others,Actual,-2000000.0,Q1,,
2026.0,January,Mitra,VP 3P Mitra,SM,S&M - Others (FD & SS Cashback),Actual,0.0,Q1,,
2026.0,January,Mitra,VP 3P Mitra,SM,S&M - Payment Channel,Actual,0.0,Q1,,
2026.0,January,Mitra,VP 3P Mitra,SM,S&M - PCV,Actual,0.0,Q1,,
2026.0,January,Mitra,VP 3P Mitra,SM,S&M - Distribution Cost,Actual,0.0,Q1,,
2026.0,January,Mitra,VP 3P Mitra,,Total S&M,Actual,-1842606049.0,Q1,,
2026.0,January,Mitra,VP 3P Mitra,,CM,Actual,3508045291.0,Q1,,
2026.0,January,Mitra,VP 3P Mitra,GA,G&A - Staff Cost,Actual,0.0,Q1,,
2026.0,January,Mitra,VP 3P Mitra,GA,G&A - Other staff cost,Actual,-35622838.0,Q1,,
2026.0,January,Mitra,VP 3P Mitra,GA,G&A - Facility Management and Travelling,Actual,-4100330.0,Q1,,
2026.0,January,Mitra,VP 3P Mitra,GA,G&A - Consultancy cost,Actual,0.0,Q1,,
2026.0,January,Mitra,VP 3P Mitra,GA,G&A - Corporate Action (Adj. Total),Actual,0.0,Q1,,
2026.0,January,Mitra,VP 3P Mitra,GA,G&A - IT Cost,Actual,-9710160.0,Q1,,
2026.0,January,Mitra,VP 3P Mitra,GA,G&A - Depreciation,Actual,0.0,Q1,,
2026.0,January,Mitra,VP 3P Mitra,,Other income/(expenses) ,Actual,-311000.0,Q1,,
2026.0,January,Mitra,VP 3P Mitra,,Total G&A (Include Depre + Others),Actual,-49744328.0,Q1,,
2026.0,January,Mitra,VP 3P Mitra,EBIT,EBIT,Actual,3458300963.0,Q1,,
2026.0,January,Mitra,VP 3P Mitra,EBITDA,EBITDA,Actual,3458300963.0,Q1,,
2026.0,February,Mitra,VP 3P Mitra,Revenue,Revenue,Actual,4516276842.0,Q1,-834374498,-1431776372.0
2026.0,February,Mitra,VP 3P Mitra,COGS,COGS,Actual,0.0,Q1,0,0.0
2026.0,February,Mitra,VP 3P Mitra,GP,GP,Actual,4516276842.0,Q1,-834374498,-1431776372.0
2026.0,February,Mitra,VP 3P Mitra,SM,S&M - O2O,Actual,-1509818826.0,Q1,330787223,290031513.0
2026.0,February,Mitra,VP 3P Mitra,SM,S&M - Offline,Actual,0.0,Q1,0,0.0
2026.0,February,Mitra,VP 3P Mitra,SM,S&M - Online,Actual,0.0,Q1,0,0.0
2026.0,February,Mitra,VP 3P Mitra,SM,S&M - Others,Actual,-2000000.0,Q1,0,-4000000.0
2026.0,February,Mitra,VP 3P Mitra,SM,S&M - Others (FD & SS Cashback),Actual,0.0,Q1,0,0.0
2026.0,February,Mitra,VP 3P Mitra,SM,S&M - Payment Channel,Actual,0.0,Q1,0,0.0
2026.0,February,Mitra,VP 3P Mitra,SM,S&M - PCV,Actual,0.0,Q1,0,0.0
2026.0,February,Mitra,VP 3P Mitra,SM,S&M - Distribution Cost,Actual,0.0,Q1,0,0.0
2026.0,February,Mitra,VP 3P Mitra,,Total S&M,Actual,-1511818826.0,Q1,330787223,286031513.0
2026.0,February,Mitra,VP 3P Mitra,,CM,Actual,3004458016.0,Q1,-503587275,-1145744859.0
2026.0,February,Mitra,VP 3P Mitra,GA,G&A - Staff Cost,Actual,0.0,Q1,0,0.0
2026.0,February,Mitra,VP 3P Mitra,GA,G&A - Other staff cost,Actual,-27902006.0,Q1,7720832,570415524.0
2026.0,February,Mitra,VP 3P Mitra,GA,G&A - Facility Management and Travelling,Actual,-2412336.0,Q1,1687994,48387334.0
2026.0,February,Mitra,VP 3P Mitra,GA,G&A - Consultancy cost,Actual,0.0,Q1,0,0.0
2026.0,February,Mitra,VP 3P Mitra,GA,G&A - Corporate Action (Adj. Total),Actual,0.0,Q1,0,0.0
2026.0,February,Mitra,VP 3P Mitra,GA,G&A - IT Cost,Actual,-9320000.0,Q1,390160,287431052.0
2026.0,February,Mitra,VP 3P Mitra,GA,G&A - Depreciation,Actual,0.0,Q1,0,0.0
2026.0,February,Mitra,VP 3P Mitra,,Other income/(expenses) ,Actual,-894453.0,Q1,-583453,-1205453.0
2026.0,February,Mitra,VP 3P Mitra,,Total G&A (Include Depre + Others),Actual,-40528795.0,Q1,9215533,905028457.0
2026.0,February,Mitra,VP 3P Mitra,EBIT,EBIT,Actual,2963929221.0,Q1,-494371742,-240716402.0
2026.0,February,Mitra,VP 3P Mitra,EBITDA,EBITDA,Actual,2963929221.0,Q1,-494371742,-240716402.0
,,Mitra,VP 3P Mitra,,,,,,,
2026.0,March,Mitra,VP 3P Mitra,Revenue,Revenue,Actual,6874079666.0,Q1,2357802824,-841064020.0
2026.0,March,Mitra,VP 3P Mitra,COGS,COGS,Actual,0.0,Q1,0,0.0
2026.0,March,Mitra,VP 3P Mitra,GP,GP,Actual,6874079666.0,Q1,2357802824,-841064020.0
2026.0,March,Mitra,VP 3P Mitra,SM,S&M - O2O,Actual,-1907164397.0,Q1,-397345571,360019981.0
2026.0,March,Mitra,VP 3P Mitra,SM,S&M - Offline,Actual,0.0,Q1,0,0.0
2026.0,March,Mitra,VP 3P Mitra,SM,S&M - Online,Actual,0.0,Q1,0,0.0
2026.0,March,Mitra,VP 3P Mitra,SM,S&M - Others,Actual,-2000000.0,Q1,0,-6000000.0
2026.0,March,Mitra,VP 3P Mitra,SM,S&M - Others (FD & SS Cashback),Actual,0.0,Q1,0,0.0
2026.0,March,Mitra,VP 3P Mitra,SM,S&M - Payment Channel,Actual,0.0,Q1,0,0.0
2026.0,March,Mitra,VP 3P Mitra,SM,S&M - PCV,Actual,0.0,Q1,0,0.0
2026.0,March,Mitra,VP 3P Mitra,SM,S&M - Distribution Cost,Actual,0.0,Q1,0,0.0
2026.0,March,Mitra,VP 3P Mitra,,Total S&M,Actual,-1909164397.0,Q1,-397345571,354019981.0
2026.0,March,Mitra,VP 3P Mitra,,CM,Actual,4964915269.0,Q1,1960457253,-487044039.0
2026.0,March,Mitra,VP 3P Mitra,GA,G&A - Staff Cost,Actual,0.0,Q1,0,0.0
2026.0,March,Mitra,VP 3P Mitra,GA,G&A - Other staff cost,Actual,-50400000.0,Q1,-22497994,836985708.0
2026.0,March,Mitra,VP 3P Mitra,GA,G&A - Facility Management and Travelling,Actual,-10386046.0,Q1,-7973710,66401288.0
2026.0,March,Mitra,VP 3P Mitra,GA,G&A - Consultancy cost,Actual,0.0,Q1,0,0.0
